50	Paola Benaglio	Department of Pediatrics University of California San Diego	Department of Pediatrics University of California San Diego	2016-10-01	2018-03-31	iPSC-derived cardiomyocytes for examining the role of genetic variants in cardiac gene regulation and disease	Genetic variants that have been associated with common diseases through GWAS are enriched in non-coding regulatory regions of disease-relevant cell types. Therefore the study of disease-relevant tissues is a fundamental requisite to interpret these associations, but has so far been hampered by the lack of appropriate human cellular models. The technology of human induced pluripotent stem cells (iPSCs), which can be differentiated into a variety of cell types, offers a powerful, yet unexplored tool to functionally characterize human regulatory variants. My goal is to demonstrate the utility of using human iPSC-derived cardiomyocytes (iPSC-CMs) to understand how DNA variants influence cardiomyocyte molecular phenotypes. In the first part of my postdoc in the Frazer laboratory at UCSD, I have generated iPSC-CMs from seven members of an extended family and profiled them using multiple functional epigenomic assays including RNA-Seq, ChIP-Seq of two transcription factors (NKX2-5 and SRF) and one histone modification (H3K27ac), and ATAC-Seq to identify regions of open chromatin. We have also generated whole genome sequences from germline DNA of the seven family members. I am currently analyzing these datasets to assess the consistency of the iPSC-CMs in expressing typical cardiac gene expression and epigenetic signatures and to evaluate the role non-coding genetic variants play in influencing cardiac molecular phenotypes. In this fellowship, I propose to conduct further computational analyses of these datasets to prove that iPSC-CMs are a powerful model to study genetic and epigenetic mechanisms underlying cardiac biology and cardiovascular disease. In a second project, I am studying the molecular effect of a long QT type II mutation segregating in this family with incomplete penetrance. The mutation causes a truncation of KCNH2 resulting in NMD of its transcript. In this fellowship I propose to characterize the electrophysiological properties of iPSC-CMs from the individuals of this family to determine if there are differences between the affected individuals, asymptomatic individuals carrying the mutation and control family members.	Swiss National Science Foundation	Advanced Postdoc.Mobility	None	None
51	Paul Franken	University of Lausanne	Centre Intégratif de Génomique Université de Lausanne	2017-04-01	2020-03-31	Genetic dissection of the epigenomic consequences of sleep loss	Although our previous work and that of others has demonstrated that many aspects of sleep, including its homeostatic regulation, are under strong genetic control, genetic variation alone is not sufficient to explain phenotypic variability. Phenotypic variability is indeed increasingly thought to be a product of the interaction of many genetic variants with each other and the environment. Similarly, the response to an environmental challenge, such as sleep deprivation, is conditioned by each individual’s genetic background. Moreover, although variants in coding regions of the genome certainly play essential roles, recent studies document the importance of variants in non-coding regulatory elements in predicting a phenotypic response. Regulatory elements (e.g. enhancers, silencers, promotors) and their activity can be readily identified by the presence of specific epigenetic marks; i.e., modifications of the DNA and the chromatin structure that do not affect the nucleotide sequence itself. The presence of epigenetic marks at genomic loci can depend on the underlying genotypes and on external influences, which makes them the long sought-after readable interface between genes and the environment.We have recently completed a project in which the effects of sleep deprivation were studied in a genetic reference population of mice to perform higher-order, system-level analyses integrating high-resolution genotype information with transcriptome, metabolome, and sleep/wake phenome data. This resource is the ideal starting point to profile the epigenomic consequences of the impact of sleep deprivation in genetically diverse individuals (Aim 1). We will profile and quantify open chromatin by ATAC-sequencing and contrast non-sleep deprived and sleep deprived conditions. We then will exploit these results to predict the transcription factors (TF) binding to the differentially accessible regulatory elements (Aim 2) by means of TF footprint analysis. The role of some of the transcription factors and regulatory elements identified under this aim in modulating the response to sleep loss can be directly validated in available mouse models or in other model species. Finally, in an already ongoing study, we aim to quantify both the short- and long-term transcriptomic and epigenomic consequences of sleep deprivation (Aim 3). Although no funding is sought for this third aim, it nevertheless is an integral part of the overall project as it allows interpreting the Aim 1 and 2 results in a homeostatic context.In addition to providing much needed new insights into the cellular basis of sleep homeostasis, this proposal is, to our knowledge, the first to comprehensively interrogate gene x environment interactions at the epigenomic level. With our approach, we are considering not only gene expression as a function of genotype and sleep deprivation, but also incorporate regulatory elements and their interactions to unveil higher-order regulatory networks and how these depend on genetic variants. The overarching aim of this proposal is thus to uncover elements, variants, and interactions (including the proteins involved), that are critical for coping with sleep loss.	Swiss National Science Foundation	Project funding (Div. I-III)	756000.0	CHF
52	Pierre Meister	University of Berne	Institut für Zellbiologie Departement Biologie Universität Bern	2011-09-01	2015-08-31	Deciphering the Function of Genome Nuclear Organization in Cell Fate Determination.	The process of cellular development and differentiation requires rapid and highly regulated changes in transcriptional profiles for the establishment of defined cell types. This has previously been correlated with large-scale changes in ‘epigenomic’ maps (transcription factor binding sites, histone tail modifications, DNA methylation). However, one exciting aspect of this, that is only recently being appreciated, is that the 3D organization of the genome also undergoes drastic modification. Regulating nuclear organization may be a general control mechanism for processes such as transcription. Indeed, across several species, gene expression is correlated with nuclear localization. Moreover, a number of inherited human diseases affecting specific tissues have been shown to be linked with mutations in structural components of the nucleus. Altogether, the data strongly suggests a link between the 3D nuclear organization of the genome and cell fate acquisition and maintenance. What has been missing in the field is the ability to move from the descriptive to identify the molecular mechanisms underlying this phenomenon and the role they play during development. To this end, I started studying the nuclear positioning of developmentally regulated genes in the genetically tractable nematode Caenorhabditis elegans. The goal of my project is to understand the function of the 3D nuclear organization of the genome in cell fate acquisition. Worms are an ideal model, as the entire developmental history of each cell is known and is invariant. Moreover, the precise timing of cell fate acquisition is also known. Hence, single differentiating cells can be studied in their native multicellular environment. Using a combination of microscopy, biochemistry and genetics coupled to computational modeling, I will address the function of nuclear organization in this complex system by focusing on the following questions:1.How is cell fate acquisition correlated to nuclear organization? How is genome 3D structure propagated once cells are committed to a certain cell fate?The C.elegans system will allow us, for the first time, to create maps of chromosome position during the development of an entire animal. Using genetic tools, I will uncover the rules governing genome organization, focusing on identifying the DNA elements necessary to locate and maintain genes at their proper place.2.Does gene positioning have an effect on transcription and cell identity? The genetic determinants involved in the structural changes of the nucleus remain largely unknown. I will characterize biochemically the factors involved in gene localization, and test their function in genome organization and cell fate maintenance during worm development. Since much of the machinery involved in chromatin transactions is evolutionarily conserved, this knowledge will improve our understanding of cell fate acquisition and maintenance not only in worms but in more complex animals where such studies are not yet possible. Likely factors involved in nuclear organization in worms will also shed light on the mechanisms that underlie nuclear and cellular (re)programming during stem cell maintenance, cell differentiation and carcinogenesis. This basic knowledge is likely to have future applications in human disease diagnosis, therapeutics and bioengineering.	Swiss National Science Foundation	SNSF Professorships	1536068.0	CHF
53	Markus Stoffel	ETH Zurich	Molekulare Gesundheitswissenschaften Departement Biologie ETH Zürich	2016-01-01	2016-12-31	A platform for quantitative genomic single cell analysis	Multicellular organisms are composed of many different specialized cell types. Organ function and ultimately phenotypic traits are the result of the interplay of their heterogeneous cell populations. Knowledge about the heterogeneity of gene expression patterns and interplay of different cell types is of great importance to basic and clinical research, but is still limited due to a lack of the high-resolution analysis of genomes or transcriptomes from single cells. The recent introduction of novel single cell resolved measurement techniques enable the generation of comprehensive data on the level of single genomes and proteoms. These techniques are likely to revolutionize our understanding of the scale of genomic, epigenomic, and transcriptomic diversity that occurs during organ development, stress conditions, aging, oncogenesis and tumor progression. In this application we propose to establish a single cell genomic platform through the purchase of a C1 single cell auto prep system from Fluidigm. This new technology enables to rapidly isolate, process, and profile individual cells for genomic analysis. Several SNSF funded groups from three different departments at ETH (D-BIOL, D-HEST, D-CHAB) have a strong commitment to establish a single cell analytics technology platform at ETH Zurich to study cell-to-cell variability in gene expression in diverse biological systems ranging from cancer biology to metabolism and to make this technology available to the larger Zurich scientific community. ETH is uniquely positioned to support this single cell analytics approach through the integration with its three established central technology platforms, including the Flow Cytometry Unit, the Functional Genomics Center Zurich (FGCZ) and the ICT unit of Personalized Health Technology (NEXUS), which provides services to biomedical researchers in data management and analysis. A comprehensive workflow among these three platforms complemented by the C1 single cell auto prep system will facilitate users from ETH and the University of Zurich to analyze complex and diverse biological systems on the single cell levels using fluorescent activated cell soring, microfluidics, single cell RNA sequencing and bioinformatics analysis.	Swiss National Science Foundation	R'EQUIP	151772.0	CHF
54	Prof. Tuncay BAUBEC	University of Zurich	Department of Molecular Mechanisms of Diseas Universität Zürich-Irchel	2015-06-01	2019-05-31	Epigenomic patterns: generation, interpretation and their role in regulating genome function	The human body consists of more than 200 different cell types with unique morphological and physiological properties. Given the fact that all these cells share the same identical genetic blueprint, understanding how the information encoded in the DNA sequence is utilized for cell type-specific function is one of the most fascinating questions of modern biology. Cell type-specific readout of the genetic information results in specific gene expression programs that give rise to unique cellular phenotypes. These patterns have to be faithfully established and maintained once the cell commits to a certain fate. Failure to do so leads to various diseases, including cancer. Although, DNA sequence-specific transcription factors are the key regulators behind these events, chemical modifications of DNA and histones provide additional “epigenetic” layers of regulation. DNA methylation is the paradigm epigenetic modification associated with transcriptional repression in animals, plants and fungi. Its correct deposition is relevant for genome function and development, and is often disturbed in human diseases. While at promoters this modification is associated with transcriptional repression, methylation within the bodies of transcribed genes is compatible with active transcription. Furthermore, its tight correlation to the underlying gene activity suggests that methylation could be required for transcription fidelity and mRNA maturation, two highly relevant processes for determining gene expression programs and cellular identity. So far it remained elusive how the same chemical modification of DNA can exert two opposing functions at promoters and gene bodies. We will address this question by dissecting the mechanisms underlying this context-dependent regulation and readout of DNA methylation in the mouse genome. Towards this we will employ a combination of functional genomics, genome engineering and computational biology approaches in mouse embryonic stem cells models.These results are expected to shed light on the dual role of DNA methylation in promoting gene silencing at promoters and transcriptional activity at gene bodies. Given the frequent perturbation of DNA methylation in various diseases, the gained knowledge will be relevant for novel biomarkers and therapeutic targets.	Swiss National Science Foundation	SNSF Professorships	1591916.0	CHF
55	Professor Ziad Mallat	Cambridge, University of	Department of Medicine	2017-04-01	2020-03-31	Molecular mechanism linking chr9p21 genetic risk variants to cardiovascular disease: altered IL-1/TLR signalling and transcriptional regulation of IRAK4	Common genetic variants on chromosome 9p21 (chr9p21) are associated with cardiovascular diseases, including coronary artery disease, aneurysms and stroke. These genetic associations are well characterised, yet the underlying mechanism remains unresolved. We derived VSMC from induced pluripotent stem cells (iPS-VSMC), and identified an important effect of the chr9p21 genetic risk variants; increased sensitivity to IL-1/TLR signalling, through increased interleukin (IL)-1 receptor-associated kinase 4 (IRAK4) expression. Our pilot data indicates differential transcriptional activity, and are supportive of differential epigenetic modifications, at the IRAK4 locus, in risk and non-risk iPS-VSMC. We propose to use our iPS-VSMC to delineate the mechanism linking the chr9p21 risk variants to IRAK4 expression. We will use genome-wide epigenomic profiling combined with RNA-Seq to guide us in characterising the important regulatory elements and epigenetic processes operating at the IRAK4 locus and influenced by the chr9p21 risk variants, in anticipation that resolving this mechanism will reveal novel therapeutic targets.	British Heart Foundation	Project Grant	289799.0	GBP
56	Prof Rachel Chambers	University College London	Medicine	2017-09-01	2019-08-31	Stratified interventions in ARDS (EMINENT)	WP1: ARDS: in whom to intervene? This will involve an unbiased informatics-based analysis of existing (HARP2, REST, MOSAIC, GALAXY, ARDS.NET) and new patient cohorts to define ARDS endotypes WP2: ARDS: when to intervene? Undertake prospective analysis of trans-pulmonary cytokine, genomic/epigenomic and neutrophil and monocyte phenotyping/migration signatures, and novel imaging modalities (SPECT/CT, PET/CT) to define the optimal time for intervention in the above cohorts, and to develop rapid ('by lunchtime') diagnostic platforms. This WP will specifically test the concepts generated in well-established and highly refined animal, human lung slice and EVLP models of ALI WP3: ARDS with what to intervene? The collaborative network established above will, together with GSK, be ideally positioned to deliver Phase IIa experimental POC studies, using existing assets in the specific subtypes identified; endpoints (e.g. vascular leak, cell migration, physiological indices, biomarkers) will be determined by the endotype under study	Medical Research Council	Research Grant	28665.0	GBP
57	Prof. Edwin Chilvers	University of Cambridge	Medicine	2017-09-01	2021-03-31	Stratified interventions in ARDS (EMINENT)	WP1: ARDS: in whom to intervene? This will involve an unbiased informatics-based analysis of existing (HARP2, REST, MOSAIC, GALAXY, ARDS.NET) and new patient cohorts to define ARDS endotypes WP2: ARDS: when to intervene? Undertake prospective analysis of trans-pulmonary cytokine, genomic/epigenomic and neutrophil and monocyte phenotyping/migration signatures, and novel imaging modalities (SPECT/CT, PET/CT) to define the optimal time for intervention in the above cohorts, and to develop rapid ('by lunchtime') diagnostic platforms. This WP will specifically test the concepts generated in well-established and highly refined animal, human lung slice and EVLP models of ALI WP3: ARDS with what to intervene? The collaborative network established above will, together with GSK, be ideally positioned to deliver Phase IIa experimental POC studies, using existing assets in the specific subtypes identified; endpoints (e.g. vascular leak, cell migration, physiological indices, biomarkers) will be determined by the endotype under study	Medical Research Council	Research Grant	306681.0	GBP
58	Dr Charlotte Summers	University of Cambridge	Medicine	2017-09-01	2021-03-31	Stratified interventions in ARDS (EMINENT)	WP1: ARDS: in whom to intervene? This will involve an unbiased informatics-based analysis of existing (HARP2, REST, MOSAIC, GALAXY, ARDS.NET) and new patient cohorts to define ARDS endotypes WP2: ARDS: when to intervene? Undertake prospective analysis of trans-pulmonary cytokine, genomic/epigenomic and neutrophil and monocyte phenotyping/migration signatures, and novel imaging modalities (SPECT/CT, PET/CT) to define the optimal time for intervention in the above cohorts, and to develop rapid ('by lunchtime') diagnostic platforms. This WP will specifically test the concepts generated in well-established and highly refined animal, human lung slice and EVLP models of ALI WP3: ARDS with what to intervene? The collaborative network established above will, together with GSK, be ideally positioned to deliver Phase IIa experimental POC studies, using existing assets in the specific subtypes identified; endpoints (e.g. vascular leak, cell migration, physiological indices, biomarkers) will be determined by the endotype under study	Medical Research Council	Research Grant	306681.0	GBP
59	Dr Lynn Swun Quek	University of Oxford	Weatherall Inst of Molecular Medicine	2018-02-01	2020-03-31	Epigenomic Mechanisms of Action of Novel Mutant Isocitrate Dehydrogenase Inhibitors in Acute Myeloid Leukaemia	Aims and objectives 1. Investigate how abnormal epigenetic gene regulatory mechanisms result in differentiation block and leukaemic transformation in IDHm AML. 2. Investigate the molecular mechanisms of action of mutant IDH inhibitors in inducing differentiation of AML, focusing on effects on transcription factors involved in normal granulocyte-monocyte (GM) differentiation. Methodology 1. Compare gene expression, DNA methylation and chromatin accessibility, performed in parallel (multi-genomics) in normal bone marrow versus AML. Perform unbiased genome-wide bioinformatic analysis, and analysis focused on differentially expressed transcription factors required for normal GM differentiation (GM-TFs) but suppressed in AML. 2. Test the hypothesis that failure to express GM-TFs results in leukaemic transformation using CRISPR knockdown of candidate GM-TFs in IDH1-mutant preleukaemic mouse model. 3. Perform multi-genomic sequencing on mIDHi-treated AML LSC in vitro to investigate how mIDHi upregulates GM-TFs. Identify GM-TFs upregulated with mIDHi in responsive AML samples but which remain repressed in non-responsive samples. Test if re-expression restores response in resistant AML samples. 4. Correlate GM-TFs required for response (from point 3) with gene expression in IDHm AML patients who are resistant to mIDHi treatment in vivo. These may be important targets for novel therapies. Applications and benefits This work will improve our understanding of the molecular mechanisms of differentiation block and its contribution to pathogenesis of AML. It will help explain why differentiation therapies may not cure patients. The data has the potential to identify new genes/ pathways that should be targeted by novel therapies to improve clinical outcomes. It will provide the rationale for design of future clinical trials of combination therapy. Multi-genomic characterisation of patients may be useful as a prognostic tool, and to guide therapeutic decisions.	Medical Research Council	Fellowship	1273871.0	GBP
60	Professor Caroline Relton	UNIVERSITY OF BRISTOL	None	2018-04-01	2023-03-31	Epigenetic Epidemiology	Background: To maximally exploit the rapid pace of change, including the accrual of large-scale data, in the field of epigenetic epidemiology, we will develop innovative methods for the robust scientific interrogation of population-based epigenetic data and apply them to research questions of scientific and medical importance, structured around four domains: Aim 1: We will explore the genetic architecture of epigenetic traits and use this information to understand the role that DNA methylation variation plays in health and disease. Aim 2: We will develop and make readily accessible the causal analysis methods and tools and apply Mendelian randomization (MR) to epigenetic questions. Aim 3: We will use DNA methylation as an index of past exposures to improve our prediction of disease risk and prognosis. Aim 4: From neurodevelopment to cancer, there are a multitude of settings in which we can apply epigenetic epidemiology to understand disease mechanisms and predict disease. Methods: We will utilize multiple data sources; from in-house studies, via collaborations and consortia, and through publicly accessible repositories. Our primary focus will be on the analysis of DNA methylation, as this continues to be the most readily available source of epigenetic data in population-based studies. However, we will integrate these data with newly generated and publicly available epigenomic and transcriptomic data, tissue-specific data and histone modification data. A wide range of methods will be applied. These include mQTL analysis, functional annotation and machine learning approaches, such as penalized regression, support vector machines, and neural networks. We will test for mediation using MR and apply our prediction methods in disease relevant datasets. Translation: The output arising from this programme will be used to develop biomarkers of disease risk and disease prognosis. It will also shed light on the genetic architecture of DNA methylation and the causal role this molecular phenotype plays in development and disease, which will in turn inform future interventions.	Medical Research Council	Unit	1254000.0	GBP
61	Professor John Simpson	Newcastle University	Institute of Cellular Medicine	2017-04-01	2019-03-31	Stratified interventions in ARDS (EMINENT)	WP1: ARDS: in whom to intervene? This will involve an unbiased informatics-based analysis of existing (HARP2, REST, MOSAIC, GALAXY, ARDS.NET) and new patient cohorts to define ARDS endotypes WP2: ARDS: when to intervene? Undertake prospective analysis of trans-pulmonary cytokine, genomic/epigenomic and neutrophil and monocyte phenotyping/migration signatures, and novel imaging modalities (SPECT/CT, PET/CT) to define the optimal time for intervention in the above cohorts, and to develop rapid ('by lunchtime') diagnostic platforms. This WP will specifically test the concepts generated in well-established and highly refined animal, human lung slice and EVLP models of ALI WP3: ARDS with what to intervene? The collaborative network established above will, together with GSK, be ideally positioned to deliver Phase IIa experimental POC studies, using existing assets in the specific subtypes identified; endpoints (e.g. vascular leak, cell migration, physiological indices, biomarkers) will be determined by the endotype under study	Medical Research Council	Research Grant	5651.0	GBP
62	Professor Azim Surani	University of Cambridge	Gurdon Institute	2017-02-01	2020-08-07	Human germline in vitro models for development and the epigenetic program	We have carried out detailed computational analysis of the transcriptome and epigenome of in vitro (~Wk2.5), and in vivo Wk5. 5-Wk9 PGCs. This has provided an initial experimental framework, and testable predictions for extrinsic and intrinsic factors needed for further development of PGCs. PGC specific reporter cell lines will provide development-monitoring assays for advanced PGCs by high-throughput live cell imaging. Long-term culture with hourly quantitative information of the fluorescence activation allows for simultaneous testing of 576 conditions. We will screen for cytokines and small compounds to stimulate development of PGCs, using the candidates identified by bioinformatic modeling, complemented by unbiased screening with commercial compound libraries, including small molecules to lower the epigenetic barriers for development. For intrinsic factors, we will focus on transcriptional factors that are specifically activated sequentially in vivo PGCs. We will conduct co-culture of nascent PGCs with human/porcine gonadal or Sertoli cells to provide a favorable niche, combined with extrinsic and/or intrinsic approaches to increase the probability of finding the best conditions for PGC development. Our immediate aim is combine all the information to generate equivalent of ~Wk10 PGCs in culture, which covers a period of significant epigenetic program leading to comprehensive erasure of DNA methylation. These PGCs will be compared bioinformatically with in vivo gonadal counterparts, gametes and seminoma. We aim to understand the overall mechanisms that regulate PGC development, together with the mechanisms of germ cell programming, as well as causes of disorders, by using patient specific iPSCs and gene modifications. We will also perform global gene inhibition and activation screening with CRISPR/Cas9. When appropriate, we will collaborate on some aspects, for example on the mitochondrial bottleneck and purification in early PGCs.	Medical Research Council	Research Grant	637331.0	GBP
63	Dr Joana Viana	University of Exeter	Mathematics	2017-11-15	2020-01-01	Genomic regulation of vertebrate development	PROJECT AIM: This project will identify the genomic regions that play a crucial role during early vertebrate development and which of these are potential pharmaceutical targets for neurological disorders. BACKGROUND: Epigenetic and gene expression changes during development play crucial roles in determining cell fate. Insults during this time can cause abnormalities in these mechanisms and lead to diseases later in life, such as schizophrenia or ADHD. Determining the genomic regions that undergo changes during early development is essential to understand the molecular mechanisms involved in development and developmental disorders. To this date, no study has identified the genome-wide epigenetic and gene expression changes that occur in different cell types across several stages of early development. APPROACH: I will characterize the regulatory changes in specific cell populations during early development and identify potential targets for pharmaceutical therapies for neurodevelopmental disorders. Firstly, I will isolate purified cell populations from different tissue structures of the zebrafish embryo at different stages of development. These will be isolated using dissection and aspiration and/or cell sorting technologies. I will then characterise dynamic changes in histone modifications, DNA modifications, open chromatin and gene expression in each of these cell populations, using different genome-wide sequencing methods. To analyse these data I will use statistical methods and bioinformatics analyses. Finally, the epigenomic and transcriptomic changes involved in development identified during my fellowship will be compared to the existing genomics and transcriptomic datasets at Eli Lilly (in collaboration with the Lieber Institute for Brain Development and the Psychiatric Genomics Consortium) to help identify potential pharmaceutical targets for neuropsychiatric disorders with developmental origins.	Medical Research Council	Fellowship	317080.0	GBP
64	Professor Rebecca Fitzgerald	University of Cambridge	None	2016-04-01	2021-03-31	Oesophageal International Cancer Genome Consortium (ICGC) Project	The oesophageal ICGC project embedded within the OCCAMS (Oesophageal Cancer Clinical and Molecular Stratification) consortium commenced in 2010. We have collected oesophageal tissue samples from 1933 patients with detailed clinical annotation. We have developed a quality-controlled pipeline for pathology review and extraction of DNA and RNA from tiny amounts of endoscopic and surgical material. We are on target to obtain raw whole genome sequence (WGS) from 1000 samples (tumour and germline reference) by March 2016. We have developed an in-house analysis pipeline that has proved internationally competitive in the ICGC benchmarking tests, and made this pipeline available. We have developed methods for the analysis of mobile element insertions and PCR duplicate detection with code available for wide-spread use. Cataloguing of somatic mutations is near completion for over 250 cases. Results obtained so far have been published in high quality journals (including two in Nature Genetics), and associated raw data have been made available to the research community by deposition at the EBI. Aims and Methods: 1) To maintain the OCCAMS infrastructure to complete the task of cataloguing the mutations from the 1000 genomes to a robust and reproducibly high standard and make the entire set of results publicly accessible with comprehensive linked clinical data. 2) To perform DNA sequencing (WGS, exomes, targeted re-sequencing) on additional samples that have already been collected is required. This will make the catalogue representative given the inter and intra-tumour heterogeneity and inform us about disease evolution and response to therapy. 3) To add transcriptome and epigenomic data to WGS to provide the gold standard for this tumour set 4) To continue sample collection, including longitudinal tissue samples and blood for ctDNA analysis, to enable clinically relevant findings to be confirmed in independent cases. The following questions will be addressed: - What are molecular sub-classifications of oesophageal adenocarcinoma and how do they relate to outcome? - How does this disease evolve from pre-cancer (Barrett?s) to metastasis? - Are there tissue and blood biomarkers of disease progression? - What are the predictors of response to chemotherapy? - Can we identify new therapeutic targets or treatment algorithms? - Can ctDNA predict prognosis and response to treatment in a personalised fashion? The clinical management of oesophageal adenocarcinoma could be transformed by the integration of ?omics technologies into clinical care pathways and the OCCAMS consortium are ideally placed to contribute to this endeavour.	Cancer Research UK	SC - Renewing Programme Award	None	None
65	Professor Rebecca Fitzgerald	University of Cambridge	None	2016-04-01	2021-03-31	Oesophageal International Cancer Genome Consortium (ICGC) Project	This award is for the sample collection for the ICGC Programme - the collection will be available to research community any type of research that is approved i.e. basic biology, aetiology, diagnostics, drug discovery. 2-3 tumour samples will be taken per patient (at biopsy and at post-chemotherapy surgery) and clinical data on each patient will also be collected. The oesophageal ICGC project embedded within the OCCAMS (Oesophageal Cancer Clinical and Molecular Stratification) consortium commenced in 2010. We have collected oesophageal tissue samples from 1933 patients with detailed clinical annotation. We have developed a quality-controlled pipeline for pathology review and extraction of DNA and RNA from tiny amounts of endoscopic and surgical material. We are on target to obtain raw whole genome sequence (WGS) from 1000 samples (tumour and germline reference) by March 2016. We have developed an in-house analysis pipeline that has proved internationally competitive in the ICGC benchmarking tests, and made this pipeline available. We have developed methods for the analysis of mobile element insertions and PCR duplicate detection with code available for wide-spread use. Cataloguing of somatic mutations is near completion for over 250 cases. Results obtained so far have been published in high quality journals (including two in Nature Genetics), and associated raw data have been made available to the research community by deposition at the EBI. Aims and Methods: 1) To maintain the OCCAMS infrastructure to complete the task of cataloguing the mutations from the 1000 genomes to a robust and reproducibly high standard and make the entire set of results publicly accessible with comprehensive linked clinical data. 2) To perform DNA sequencing (WGS, exomes, targeted re-sequencing) on additional samples that have already been collected is required. This will make the catalogue representative given the inter and intra-tumour heterogeneity and inform us about disease evolution and response to therapy. 3) To add transcriptome and epigenomic data to WGS to provide the gold standard for this tumour set 4) To continue sample collection, including longitudinal tissue samples and blood for ctDNA analysis, to enable clinically relevant findings to be confirmed in independent cases. The following questions will be addressed: - What are molecular sub-classifications of oesophageal adenocarcinoma and how do they relate to outcome? - How does this disease evolve from pre-cancer (Barrett?s) to metastasis? - Are there tissue and blood biomarkers of disease progression? - What are the predictors of response to chemotherapy? - Can we identify new therapeutic targets or treatment algorithms? - Can ctDNA predict prognosis and response to treatment in a personalised fashion? The clinical management of oesophageal adenocarcinoma could be transformed by the integration of ?omics technologies into clinical care pathways and the OCCAMS consortium are ideally placed to contribute to this endeavour.	Cancer Research UK	SEB - Renewing Programme Award	None	None
66	Dr Jyoti Nangalia	Wellcome Trust Sanger Institute	None	2017-02-01	2022-01-31	Evolutionary dynamics of the cancer epigenome in myeloproliferative neoplasms.	Background: Cancer clones emerge and evolve through somatic mutation acquisition and Darwinian selection, but the dynamics of clonal evolution remain poorly understood and predicting disease progression remains a real challenge. Genes that regulate the epigenome are clearly important targets of mutations in cancer, but the mechanisms by which they drive tumour evolution remain unknown. The myeloproliferative neoplasms (MPN) are haematopoietic disorders that represent an excellent model to study genomic and epigenomic evolution in human cancers: (i) They are genetically well-defined with disease driving mutations in JAK2, CALR (which I described in 2013) or MPL, present alongside mutations in epigenetic regulators, such as, DNMT3A. (ii) Disease can be either stable, or progress to leukaemia or myelofibrosis, providing the opportunity to study the basis for these evolutionary differences, and (iii) Primary cells can be serially sampled at the clonal level enabling inter- and intra-clonal studies. Aims: My key goal is to understand the genetic and epigenetic basis of clonal evolution in MPNs. Specifically, 1. I will determine the mutational patterns, mutational processes and clonal dynamics underlying disease stability versus progression. 2. I will study the aberrations in DNA methylation resulting from mutations in DNMT3A (and later TET2), at the clonal level in MPNs to understand how DNA methylation drives clonal evolution. Methods: 1. Whole-genome sequencing of 2-3 disease time-points in 32 MPN patients with either stable or progressed disease has completed. Genome-wide somatic mutations will be analysed and the absolute timing of genetic events in relation to disease phenotype will be determined using targeted sequencing of further disease timepoints. Mutational processes and clonal dynamics underlying disease evolution will be determined by studying subclonal architectures, mutational signatures and rates of mutation acquisition. 2. Whole-genome bisulphite sequencing of individual single-cell derived haematopoietic colonies will be performed in 15 DNMT3A- or TET2-mutated MPNs. Perturbations in DNA methylation across patients, between genetic subclones, between colonies of the same genotype, and within individual colonies, will address the mechanisms by which DNA methylation dysregulation contributes to clonal evolution. How the results of this research will be used: This study will provide information on why MPNs remains stable in some but unfortunately progress in others, and which patients may be at risk of future disease progression. Deciphering DNA methylation perturbations at a clonal level will provide unprecedented insight into the epigenetic mechanisms that drive clonal haematopoiesis and evolution. The evolutionary insights gained will be relevant to other cancers.	Cancer Research UK	CCC - Clinician Scientist Fellowship	None	None
67	Professor Jorge Ferrer	FUNDACIO CENTRE DE REGULACIO GENOMICA	None	2018-11-01	2023-10-31	Expanding the genetic etiological and diagnostic spectrum of monogenic diabetes mellitus	Whole genome sequencing is quickly becoming a routine clinical instrument. However, our ability to decipher DNA variants is still largely limited to protein-coding exons, which comprise 1% of the genome. Most known Mendelian mutations are in exons, yet genetic testing still fails to show causal coding mutations in more than 50% of well-characterized Mendelian disorders. This defines a pressing need to interpret noncoding genome sequences, and to establish the role of noncoding mutations in Mendelian disease. A recent case study harnessed whole genome sequencing, epigenomics, and functional genomics to show that mutations in an enhancer cause most cases of neonatal diabetes due to pancreas agenesis. This example raises major questions: (i) what is the overall impact of penetrant regulatory mutations in human diabetes? (ii) do regulatory mutations cause distinct forms of diabetes? (iii) more generally, can we develop a strategy to systematically tackle regulatory variation in Mendelian disease? The current project will address these questions with unique resources. First, we have created epigenomic and functional perturbation resources to interpret the regulatory genome in embryonic pancreas and adult pancreatic islets. Second, we have collected an unprecedented international cohort of patients with a phenotype consistent with monogenic diabetes, yet lacking mutations in known gene culprits after genetic testing, and therefore with increased likelihood of harboring noncoding mutations. Third, we have developed a prototype platform to sequence regulatory mutations in a large number of patients. These resources will be combined with innovative strategies to uncover causal enhancer mutations underlying Mendelian diabetes. If successful, this project will expand the diagnostic spectrum of diabetes, it will discover new genetic regulators of diabetes-relevant networks, and will provide a framework to understand regulatory variation in Mendelian disease.	European Research Council	Advanced Grant	2243746.0	EUR
